Development Name,Borough,Account Name,Location,Meter AMR,Meter Scope,TDS #,EDP,RC Code,Funding Source,AMP #,Vendor Name,UMIS BILL ID,Revenue Month,Service Start Date,Service End Date,# days,Meter Number,Estimated,Current Charges,Rate Class,Bill Analyzed,Consumption (HCF),Water&Sewer Charges,Other Charges,BBL
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 07,AMR,BLD 07,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,6900888,6/1/2018 0:00,5/22/2018,6/20/2018,29,E20290719,N         ,226.96,Basic Water and Sewer,Yes,23,$226.96 ,$0.00 ,3048180030
RALPH AVENUE REHAB,BROOKLYN,RALPH AVENUE REHAB,BLD 01,AMR,,352,771,K035200,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,6902234,6/1/2018 0:00,5/24/2018,6/22/2018,29,V83029959,N         ,2220.28,Basic Water and Sewer,Yes,225,"$2,220.28 ",$0.00 ,3035080038
BUSHWICK II CDA (GROUP E),BROOKLYN,BUSHWICK II CDA (GROUP E),BLD 05,NONE,BLD 05,324,758,K032400,FEDERAL,NY005012470P,NEW YORK CITY WATER BOARD,6902286,6/1/2018 0:00,5/24/2018,6/22/2018,29,E13293677,N         ,4558.97,Basic Water and Sewer,Yes,462,"$4,558.97 ",$0.00 ,3033340001
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 04,AMR,BLD 04,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,6900823,6/1/2018 0:00,5/22/2018,6/20/2018,29,E20453240,N         ,365.11,Basic Water and Sewer,Yes,37,$365.11 ,$0.00 ,3048180133
RALPH AVENUE REHAB,BROOKLYN,RALPH AVENUE REHAB,BLD 05,AMR,,352,771,K035200,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,6902322,6/1/2018 0:00,5/24/2018,6/22/2018,29,O78997328,N         ,1194.02,Basic Water and Sewer,Yes,121,"$1,194.02 ",$0.00 ,3035080054
STEBBINS AVENUE-HEWITT PLACE,BRONX,STEBBINS AVENUE-HEWITT PLACE,BLD 01,AMR,,353,770,B035300,FEDERAL,NY005013420P,NEW YORK CITY WATER BOARD,6902379,6/1/2018 0:00,5/24/2018,6/22/2018,29,K15110471,N         ,3838.61,Basic Water and Sewer,Yes,389,"$3,838.61 ",$0.00 ,2026960005
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 06,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,6900870,6/1/2018 0:00,5/22/2018,6/20/2018,29,G13035785,N         ,1480.19,Basic Water and Sewer,Yes,150,"$1,480.19 ",$0.00 ,1020130014
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 17,AMR,BLD 17,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,6900813,6/1/2018 0:00,5/22/2018,6/20/2018,29,E20527603,N         ,177.62,Basic Water and Sewer,Yes,18,$177.62 ,$0.00 ,3013300011
RALPH AVENUE REHAB,BROOKLYN,RALPH AVENUE REHAB,BLD 02,AMR,,352,771,K035200,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,6900906,6/1/2018 0:00,5/22/2018,6/20/2018,29,O78610319,N         ,2111.73,Basic Water and Sewer,Yes,214,"$2,111.73 ",$0.00 ,3035080042
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 08,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,6900941,6/1/2018 0:00,5/22/2018,6/20/2018,29,V31625178,N         ,2240.01,Basic Water and Sewer,Yes,227,"$2,240.01 ",$0.00 ,1020120056
CLAREMONT REHAB (GROUP 2),BRONX,CLAREMONT REHAB (GROUP 2),BLD 06,NONE,STORE 01-02,307,330,B030700,FEDERAL,NY005013080P,NEW YORK CITY WATER BOARD,6902766,6/1/2018 0:00,5/24/2018,6/22/2018,29,B15427961,Y         ,36.8,Basic Water and Sewer,Yes,3,$36.80 ,$0.00 ,2024270022
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 04,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,6900998,6/1/2018 0:00,5/22/2018,6/20/2018,29,V31665692,N         ,1914.37,Basic Water and Sewer,Yes,194,"$1,914.37 ",$0.00 ,1020130018
RED HOOK EAST,BROOKLYN,RED HOOK EAST,BLD 26 - Community Center,NONE,Community Center,4,202,K200400,FEDERAL,NY005000040P,NEW YORK CITY WATER BOARD,6902140,6/1/2018 0:00,5/24/2018,6/22/2018,29,K98974961,Y         ,315.77,Basic Water and Sewer,Yes,32,$315.77 ,$0.00 ,3005380001
SOUTH JAMAICA II,QUEENS,SOUTH JAMAICA II,BLD 22,AMR,BLD 22,66,220,Q006600,FEDERAL,NY005010080P,NEW YORK CITY WATER BOARD,6900852,6/1/2018 0:00,5/22/2018,6/20/2018,29,O77670576,N         ,8200.22,Basic Water and Sewer,Yes,831,"$8,200.22 ",$0.00 ,4101480001
REHAB PROGRAM (COLLEGE POINT),QUEENS,REHAB PROGRAM (COLLEGE POINT),BLD 01,AMR,,143,297,Q014300,FEDERAL,NY005011860P,NEW YORK CITY WATER BOARD,6900854,6/1/2018 0:00,5/17/2018,6/18/2018,32,K13151725,N         ,513.13,Basic Water and Sewer,Yes,52,$513.13 ,$0.00 ,4041700001
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 09,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,6901000,6/1/2018 0:00,5/22/2018,6/20/2018,29,V31625181,N         ,2822.22,Basic Water and Sewer,Yes,286,"$2,822.22 ",$0.00 ,1020120058
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 26,AMR,STORE 01-02,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,6901001,6/1/2018 0:00,5/22/2018,6/20/2018,29,V31841824,N         ,2013.05,Basic Water and Sewer,Yes,204,"$2,013.05 ",$0.00 ,1020110033
REHAB PROGRAM (TAFT REHABS),MANHATTAN,REHAB PROGRAM (TAFT REHABS),BLD 03,AMR,BLD 03 - STORE 2-4,516,293,M051600,FEDERAL,NY005013170P,NEW YORK CITY WATER BOARD,6901804,6/1/2018 0:00,5/22/2018,6/20/2018,29,V31983271,N         ,15670.23,Basic Water and Sewer,Yes,1588,"$15,670.23 ",$0.00 ,1019230029
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 24,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,6900826,6/1/2018 0:00,5/22/2018,6/20/2018,29,G13029990,N         ,2249.88,Basic Water and Sewer,Yes,228,"$2,249.88 ",$0.00 ,1020120018
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 28,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,6901004,6/1/2018 0:00,5/22/2018,6/20/2018,29,E98161917,N         ,1963.71,Basic Water and Sewer,Yes,199,"$1,963.71 ",$0.00 ,1020110022
REID APARTMENTS,BROOKLYN,REID APARTMENTS,BLD 01,AMR,,167,283,K016700,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,6909790,6/1/2018 0:00,5/22/2018,6/22/2018,31,O77903108,N         ,36.8,Basic Water and Sewer,Yes,0,$36.80 ,$0.00 ,3047950016
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 03,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,6900968,6/1/2018 0:00,6/17/2018,6/20/2018,3,V31625176,N         ,523,Basic Water and Sewer,Yes,53,$523.00 ,$0.00 ,1020130022
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 03,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,6884569,6/1/2018 0:00,12/20/2017,6/17/2018,179,V31625176,N         ,33915.97,Basic Water and Sewer,Yes,3437,"$33,915.97 ",$0.00 ,1020130022
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 15,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,6900916,6/1/2018 0:00,5/22/2018,6/20/2018,29,K16137606,N         ,9621.2,Basic Water and Sewer,Yes,975,"$9,621.20 ",$0.00 ,1020120063
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 33,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,6902534,6/1/2018 0:00,5/22/2018,6/20/2018,29,A08000848,N         ,2437.37,Basic Water and Sewer,Yes,247,"$2,437.37 ",$0.00 ,1020110061
REID APARTMENTS,BROOKLYN,REID APARTMENTS,BLD 01,AMR,,167,283,K016700,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,6909790,6/1/2018 0:00,5/24/2018,6/22/2018,29,O75744363,Y         ,40043.94,Basic Water and Sewer,Yes,4058,"$40,043.94 ",$0.00 ,3047950016
SOUTH JAMAICA II,QUEENS,SOUTH JAMAICA II,BLD 16,AMR,BLD 16,66,220,Q006600,FEDERAL,NY005010080P,NEW YORK CITY WATER BOARD,6901862,6/1/2018 0:00,5/22/2018,6/20/2018,29,G17003745,N         ,6295.72,Basic Water and Sewer,Yes,638,"$6,295.72 ",$0.00 ,4101270001
"BETANCES III, 9A",BRONX,BETANCES III,BLD 02-03,AMR,BLD 02-03,222,339,B022200,FEDERAL,NY005012110P,NEW YORK CITY WATER BOARD,6902151,6/1/2018 0:00,5/24/2018,6/22/2018,29,E14231478,Y         ,36.8,Basic Water and Sewer,Yes,1,$36.80 ,$0.00 ,2022710020
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 45,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,6902536,6/1/2018 0:00,5/22/2018,6/20/2018,29,A08000399,N         ,2555.79,Basic Water and Sewer,Yes,259,"$2,555.79 ",$0.00 ,1020070043
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 30,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,6901379,6/1/2018 0:00,5/22/2018,6/20/2018,29,V31665667,N         ,828.9,Basic Water and Sewer,Yes,84,$828.90 ,$0.00 ,1020110014
"BETANCES III, 9A",BRONX,BETANCES III,BLD 02-03,AMR,BLD 02-03,222,339,B022200,FEDERAL,NY005012110P,NEW YORK CITY WATER BOARD,6902151,6/1/2018 0:00,5/24/2018,6/20/2018,27,E14210020,N         ,4114.91,Basic Water and Sewer,Yes,417,"$4,114.91 ",$0.00 ,2022710020
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 13,AMR,STORE 01-02,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,6901021,6/1/2018 0:00,5/22/2018,6/20/2018,29,G13039021,N         ,1588.73,Basic Water and Sewer,Yes,161,"$1,588.73 ",$0.00 ,1020150005
SOUTH JAMAICA II,QUEENS,SOUTH JAMAICA II,BLD 25,AMR,BLD 25,66,220,Q006600,FEDERAL,NY005010080P,NEW YORK CITY WATER BOARD,6988775,6/1/2018 0:00,6/20/2018,7/23/2018,33,O77670575,N         ,6225.09,Basic Water and Sewer,Yes,620,"$6,225.09 ",$0.00 ,4121480100
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 18,AMR,STORE 01,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,6900913,6/1/2018 0:00,5/22/2018,6/20/2018,29,G13036219,N         ,3700.46,Basic Water and Sewer,Yes,375,"$3,700.46 ",$0.00 ,1020120001
SOUTH JAMAICA II,QUEENS,SOUTH JAMAICA II,BLD 13,AMR,BLD 13,66,220,Q006600,FEDERAL,NY005010080P,NEW YORK CITY WATER BOARD,6901177,6/1/2018 0:00,5/22/2018,6/20/2018,29,G11023092,N         ,2348.56,Basic Water and Sewer,Yes,238,"$2,348.56 ",$0.00 ,4101270001
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 01,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,6901022,6/1/2018 0:00,5/22/2018,6/20/2018,29,G13035140,N         ,2545.92,Basic Water and Sewer,Yes,258,"$2,545.92 ",$0.00 ,1020130026
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 23,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,6900912,6/1/2018 0:00,5/22/2018,6/20/2018,29,V31655205,N         ,1943.98,Basic Water and Sewer,Yes,197,"$1,943.98 ",$0.00 ,1020120015
CLAREMONT REHAB (GROUP 2),BRONX,CLAREMONT REHAB (GROUP 2),BLD 06,NONE,STORE 01-02,307,330,B030700,FEDERAL,NY005013080P,NEW YORK CITY WATER BOARD,6902766,6/1/2018 0:00,5/24/2018,6/22/2018,29,HG0003940,Y         ,217.09,Basic Water and Sewer,Yes,22,$217.09 ,$0.00 ,2024270022
FORT WASHINGTON AVENUE REHAB,MANHATTAN,FORT WASHINGTON AVENUE REHAB,BLD 01,AMR,BLD 01 - STORE 1-2,309,341,M030900,FEDERAL,NY005013090P,NEW YORK CITY WATER BOARD,6902004,6/1/2018 0:00,5/22/2018,6/20/2018,29,K13203068,N         ,16084.68,Basic Water and Sewer,Yes,1630,"$16,084.68 ",$0.00 ,1021360235
STERLING PLACE REHABS (SAINT JOHNS-STERLING),BROOKLYN,STERLING PLACE REHABS (SAINT JOHNS-STERLING),BLD 03,AMR,,366,801,K036600,FEDERAL,NY005013510P,NEW YORK CITY WATER BOARD,6901993,6/1/2018 0:00,5/22/2018,6/20/2018,29,O78610274,N         ,3305.75,Basic Water and Sewer,Yes,335,"$3,305.75 ",$0.00 ,3013790031
SOUTH JAMAICA II,QUEENS,SOUTH JAMAICA II,BLD 25,AMR,BLD 25,66,220,Q006600,FEDERAL,NY005010080P,NEW YORK CITY WATER BOARD,6901887,6/1/2018 0:00,5/22/2018,6/20/2018,29,O77670575,N         ,5841.8,Basic Water and Sewer,Yes,592,"$5,841.80 ",$0.00 ,4121480100
BUSHWICK II CDA (GROUP E),BROOKLYN,BUSHWICK II CDA (GROUP E),BLD 02,AMR,BLD 02,324,758,K032400,FEDERAL,NY005012470P,NEW YORK CITY WATER BOARD,6900799,6/1/2018 0:00,5/22/2018,6/20/2018,29,E14293103,N         ,6483.21,Basic Water and Sewer,Yes,657,"$6,483.21 ",$0.00 ,3033250001
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 35,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,6900838,6/1/2018 0:00,5/22/2018,6/20/2018,29,V31946013,N         ,5693.78,Basic Water and Sewer,Yes,577,"$5,693.78 ",$0.00 ,1020110001
CLAREMONT REHAB (GROUP 4),BRONX,CLAREMONT REHAB (GROUP 4),BLD 04,AMR,,335,751,B033500,FEDERAL,NY005013080P,NEW YORK CITY WATER BOARD,6900938,6/1/2018 0:00,5/22/2018,6/20/2018,29,E15027831,N         ,2259.75,Basic Water and Sewer,Yes,229,"$2,259.75 ",$0.00 ,2024270003
FRANKLIN AVENUE II CONVENTIONAL,BRONX,FRANKLIN AVENUE II CONVENTIONAL,BLD 04,AMR,BLD 04,531,482,B053100,FEDERAL,NY005015310P,NEW YORK CITY WATER BOARD,6902556,6/1/2018 0:00,5/22/2018,6/20/2018,29,K14204417,N         ,1351.9,Basic Water and Sewer,Yes,137,"$1,351.90 ",$0.00 ,2029350007
STERLING PLACE REHABS (SAINT JOHNS-STERLING),BROOKLYN,STERLING PLACE REHABS (SAINT JOHNS-STERLING),BLD 01,AMR,,366,801,K036600,FEDERAL,NY005013510P,NEW YORK CITY WATER BOARD,6901220,6/1/2018 0:00,5/22/2018,6/20/2018,29,O78610318,N         ,2032.79,Basic Water and Sewer,Yes,206,"$2,032.79 ",$0.00 ,3013790063
WEST FARMS ROAD REHAB,BRONX,WEST FARMS ROAD REHAB,BLD 03,AMR,,360,780,B053000,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,6901019,6/1/2018 0:00,5/22/2018,6/20/2018,29,E12221107,N         ,6246.38,Basic Water and Sewer,Yes,633,"$6,246.38 ",$0.00 ,2027510015
STERLING PLACE REHABS (SAINT JOHNS-STERLING),BROOKLYN,STERLING PLACE REHABS (SAINT JOHNS-STERLING),BLD 04,AMR,,366,801,K036600,FEDERAL,NY005013510P,NEW YORK CITY WATER BOARD,6900834,6/1/2018 0:00,5/22/2018,6/22/2018,31,O78610266,N         ,1726.88,Basic Water and Sewer,Yes,175,"$1,726.88 ",$0.00 ,3013730054
CLAREMONT REHAB (GROUP 4),BRONX,CLAREMONT REHAB (GROUP 4),BLD 02,AMR,,335,751,B033500,FEDERAL,NY005013080P,NEW YORK CITY WATER BOARD,6901292,6/1/2018 0:00,5/22/2018,6/20/2018,29,O78777959,N         ,1282.83,Basic Water and Sewer,Yes,130,"$1,282.83 ",$0.00 ,2024270010
BAY VIEW,BROOKLYN,BAY VIEW,BLD 25 - Community Center,NONE,Community Center,92,670,K209200,MIXED FINANCE/LLC1,NY005020920P,NEW YORK CITY WATER BOARD,6900830,6/1/2018 0:00,5/22/2018,6/20/2018,29,E17250205,N         ,69.08,Basic Water and Sewer,Yes,7,$69.08 ,$0.00 ,3083290225
FRANKLIN AVENUE II CONVENTIONAL,BRONX,FRANKLIN AVENUE II CONVENTIONAL,BLD 06,AMR,BLD 06,531,482,B053100,FEDERAL,NY005015310P,NEW YORK CITY WATER BOARD,6901892,6/1/2018 0:00,5/22/2018,6/20/2018,29,K15834342,N         ,1657.81,Basic Water and Sewer,Yes,168,"$1,657.81 ",$0.00 ,2029350003
STERLING PLACE REHABS (STERLING-BUFFALO),BROOKLYN,STERLING PLACE REHABS (STERLING-BUFFALO),BLD 05,AMR,,368,837,K036800,FEDERAL,NY005013510P,NEW YORK CITY WATER BOARD,6901017,6/1/2018 0:00,5/22/2018,6/20/2018,29,O78610279,N         ,2318.96,Basic Water and Sewer,Yes,235,"$2,318.96 ",$0.00 ,3013800031
STERLING PLACE REHABS (STERLING-BUFFALO),BROOKLYN,STERLING PLACE REHABS (STERLING-BUFFALO),BLD 05,AMR,,368,837,K036800,FEDERAL,NY005013510P,NEW YORK CITY WATER BOARD,6990676,6/1/2018 0:00,6/20/2018,6/30/2018,10,O78610279,N         ,769.7,Basic Water and Sewer,Yes,78,$769.70 ,$0.00 ,3013800031
FRANKLIN AVENUE II CONVENTIONAL,BRONX,FRANKLIN AVENUE II CONVENTIONAL,BLD 05,AMR,BLD 05,531,482,B053100,FEDERAL,NY005015310P,NEW YORK CITY WATER BOARD,6901977,6/1/2018 0:00,5/22/2018,6/20/2018,29,K15849373,N         ,1322.3,Basic Water and Sewer,Yes,134,"$1,322.30 ",$0.00 ,2029350005
GOMPERS,MANHATTAN,GOMPERS,BLD 03 - Community Center,AMR,Community Center,100,237,M010000,FEDERAL,NY005011000P,NEW YORK CITY WATER BOARD,6902544,6/1/2018 0:00,5/22/2018,6/20/2018,29,E20437524,N         ,36.8,Basic Water and Sewer,Yes,0,$36.80 ,$0.00 ,1003380001
CLAREMONT REHAB (GROUP 4),BRONX,CLAREMONT REHAB (GROUP 4),BLD 03,AMR,,335,751,B033500,FEDERAL,NY005013080P,NEW YORK CITY WATER BOARD,6902452,6/1/2018 0:00,5/22/2018,6/20/2018,29,E97172487,N         ,740.09,Basic Water and Sewer,Yes,75,$740.09 ,$0.00 ,2024270007
STERLING PLACE REHABS (STERLING-BUFFALO),BROOKLYN,STERLING PLACE REHABS (STERLING-BUFFALO),BLD 03,AMR,,368,837,K036800,FEDERAL,NY005013510P,NEW YORK CITY WATER BOARD,6900983,6/1/2018 0:00,5/22/2018,6/20/2018,29,K17791618,N         ,2111.73,Basic Water and Sewer,Yes,214,"$2,111.73 ",$0.00 ,3013800025
HARRISON AVENUE REHAB (GROUP B),BRONX,HARRISON AVENUE REHAB (GROUP B),BLD 02,AMR,,547,773,B054700,FEDERAL,NY005013410P,NEW YORK CITY WATER BOARD,6900978,6/1/2018 0:00,6/13/2018,6/20/2018,7,V31693778,N         ,1144.68,Basic Water and Sewer,Yes,116,"$1,144.68 ",$0.00 ,2028690110
WEST FARMS ROAD REHAB,BRONX,WEST FARMS ROAD REHAB,BLD 04,AMR,,360,780,B053000,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,6902006,6/1/2018 0:00,5/22/2018,6/20/2018,29,E12282571,N         ,14032.15,Basic Water and Sewer,Yes,1422,"$14,032.15 ",$0.00 ,2030070036
STERLING PLACE REHABS (STERLING-BUFFALO),BROOKLYN,STERLING PLACE REHABS (STERLING-BUFFALO),BLD 04,AMR,,368,837,K036800,FEDERAL,NY005013510P,NEW YORK CITY WATER BOARD,6902449,6/1/2018 0:00,5/22/2018,6/20/2018,29,O78610316,N         ,2526.18,Basic Water and Sewer,Yes,256,"$2,526.18 ",$0.00 ,3013800028
CLAREMONT REHAB (GROUP 4),BRONX,CLAREMONT REHAB (GROUP 4),BLD 06,AMR,,335,751,B033500,FEDERAL,NY005013080P,NEW YORK CITY WATER BOARD,6901934,6/1/2018 0:00,5/22/2018,6/20/2018,29,K15130317,N         ,1549.26,Basic Water and Sewer,Yes,157,"$1,549.26 ",$0.00 ,2024340053
154 WEST 84TH STREET,MANHATTAN,WEST 84TH STREET,BLD 01,NONE,,359,840,M035900,FEDERAL,NY005013590P,NEW YORK CITY WATER BOARD,6900955,6/1/2018 0:00,5/22/2018,6/20/2018,29,E94618885,N         ,2032.79,Basic Water and Sewer,Yes,206,"$2,032.79 ",$0.00 ,1012140055
BUSHWICK II CDA (GROUP E),BROOKLYN,BUSHWICK II CDA (GROUP E),BLD 04,NONE,BLD 04,324,758,K032400,FEDERAL,NY005012470P,NEW YORK CITY WATER BOARD,6902656,6/1/2018 0:00,5/24/2018,6/22/2018,29,E13262195,N         ,7410.79,Basic Water and Sewer,Yes,751,"$7,410.79 ",$0.00 ,3033340001
SAMUEL (MHOP) I,MANHATTAN,SAMUEL (MHOP) I,BLD 04,NONE,,389,847,M038900,MHOP,NY005013170P,NEW YORK CITY WATER BOARD,6901803,6/1/2018 0:00,5/22/2018,6/20/2018,29,O78224452,N         ,404.58,Basic Water and Sewer,Yes,41,$404.58 ,$0.00 ,1020090003
HARRISON AVENUE REHAB (GROUP B),BRONX,HARRISON AVENUE REHAB (GROUP B),BLD 01,AMR,,547,773,B054700,FEDERAL,NY005013410P,NEW YORK CITY WATER BOARD,6900837,6/1/2018 0:00,5/22/2018,6/20/2018,29,O78106292,N         ,7203.57,Basic Water and Sewer,Yes,730,"$7,203.57 ",$0.00 ,2028690077
STERLING PLACE REHABS (STERLING-BUFFALO),BROOKLYN,STERLING PLACE REHABS (STERLING-BUFFALO),BLD 06,AMR,,368,837,K036800,FEDERAL,NY005013510P,NEW YORK CITY WATER BOARD,6901795,6/1/2018 0:00,5/22/2018,6/20/2018,29,O78610290,N         ,1865.03,Basic Water and Sewer,Yes,189,"$1,865.03 ",$0.00 ,3013800034
CLAREMONT REHAB (GROUP 4),BRONX,CLAREMONT REHAB (GROUP 4),BLD 01,AMR,,335,751,B033500,FEDERAL,NY005013080P,NEW YORK CITY WATER BOARD,6902731,6/1/2018 0:00,5/24/2018,6/22/2018,29,A08000442,N         ,2170.94,Basic Water and Sewer,Yes,220,"$2,170.94 ",$0.00 ,2024270012
HIGHBRIDGE REHABS (ANDERSON AVENUE),BRONX,HIGHBRIDGE REHABS (ANDERSON AVENUE),BLD 03,AMR,,370,808,B037000,FEDERAL,NY005015310P,NEW YORK CITY WATER BOARD,6900971,6/1/2018 0:00,5/22/2018,6/20/2018,29,E11310342,N         ,5160.91,Basic Water and Sewer,Yes,523,"$5,160.91 ",$0.00 ,2025140015
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 19,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,6900835,6/1/2018 0:00,5/22/2018,6/20/2018,29,V31625179,N         ,1134.81,Basic Water and Sewer,Yes,115,"$1,134.81 ",$0.00 ,1020120006
HOWARD AVENUE,BROOKLYN,HOWARD AVENUE,BLD 01,AMR,,339,782,K033900,FEDERAL,NY005013510P,NEW YORK CITY WATER BOARD,6901811,6/1/2018 0:00,5/22/2018,6/20/2018,29,O78779254,N         ,4292.54,Basic Water and Sewer,Yes,435,"$4,292.54 ",$0.00 ,3035120051
BAISLEY PARK,QUEENS,BAISLEY PARK,BLD 09,AMR,BLD 09,91,240,Q009100,FEDERAL,NY005010910P,NEW YORK CITY WATER BOARD,6901901,6/1/2018 0:00,5/22/2018,6/20/2018,29,K13060723,N         ,384.85,Basic Water and Sewer,Yes,39,$384.85 ,$0.00 ,4123350044
STERLING PLACE REHABS (STERLING-BUFFALO),BROOKLYN,STERLING PLACE REHABS (STERLING-BUFFALO),BLD 07,AMR,,368,837,K036800,FEDERAL,NY005013510P,NEW YORK CITY WATER BOARD,6901968,6/1/2018 0:00,5/22/2018,6/20/2018,29,O78610335,N         ,2022.92,Basic Water and Sewer,Yes,205,"$2,022.92 ",$0.00 ,3013750002
CLINTON,MANHATTAN,CLINTON,BLD 05,AMR,,123,245,M012300,FEDERAL,NY005001230P,NEW YORK CITY WATER BOARD,6911168,6/1/2018 0:00,5/22/2018,6/20/2018,29,E13314706,N         ,29603.7,Basic Water and Sewer,Yes,3000,"$29,603.70 ",$0.00 ,1016320001
CLINTON,MANHATTAN,CLINTON,BLD 05,AMR,,123,245,M012300,FEDERAL,NY005001230P,NEW YORK CITY WATER BOARD,6911168,6/1/2018 0:00,5/22/2018,6/20/2018,29,E13325671,N         ,36.8,Basic Water and Sewer,Yes,0,$36.80 ,$0.00 ,1016320001
CONLON LIHFE TOWER,QUEENS,CONLON LIHFE TOWER,BLD 01,AMR,BLD 01,232,347,Q023200,FEDERAL,NY005010910P,NEW YORK CITY WATER BOARD,6911160,6/1/2018 0:00,5/22/2018,6/20/2018,29,E09031333,N         ,19982.5,Basic Water and Sewer,Yes,2025,"$19,982.50 ",$0.00 ,4102120033
HOWARD AVENUE,BROOKLYN,HOWARD AVENUE,BLD 02,AMR,,339,782,K033900,FEDERAL,NY005013510P,NEW YORK CITY WATER BOARD,6901785,6/1/2018 0:00,5/22/2018,6/20/2018,29,E11310572,N         ,1391.37,Basic Water and Sewer,Yes,141,"$1,391.37 ",$0.00 ,3035110022
WASHINGTON HEIGHTS REHAB PHASE IV (C),MANHATTAN,WASHINGTON HEIGHTS REHAB PHASE IV (C),BLD 02,AMR,,330,788,M033000,FEDERAL,NY005013090P,NEW YORK CITY WATER BOARD,6900997,6/1/2018 0:00,5/22/2018,6/20/2018,29,I13011093,N         ,3700.46,Basic Water and Sewer,Yes,375,"$3,700.46 ",$0.00 ,1021320084
BUSHWICK II (GROUPS B & D),BROOKLYN,BUSHWICK II (GROUPS B & D),BLD 51,AMR,,303,566,K030300,FEDERAL,NY005012470P,NEW YORK CITY WATER BOARD,6902276,6/1/2018 0:00,5/24/2018,6/22/2018,29,E13304661,N         ,256.57,Basic Water and Sewer,Yes,26,$256.57 ,$0.00 ,3033500028
